"id","category","opened","platform","clicked","purchase_value"
"User 1866","B","No",NA,NA,0
"User 1865","B","No",NA,NA,137.350820997516
"User 127","B","No",NA,NA,40.6175052072843
"User 1765","B","No",NA,NA,81.1721781082904
"User 993","B","No",NA,NA,30.9555540775288
"User 587","B","No",NA,NA,0
"User 1770","B","No",NA,NA,55.0179718745502
"User 933","B","No",NA,NA,0
"User 297","B","No",NA,NA,61.0596827739551
"User 902","B","No",NA,NA,107.616859767459
"User 718","B","No",NA,NA,125.804259241919
"User 77","B","No",NA,NA,0
"User 149","B","No",NA,NA,0
"User 124","B","No",NA,NA,88.3367254043897
"User 1353","B","No",NA,NA,45.7437085449765
"User 542","B","No",NA,NA,32.6138031278395
"User 382","B","No",NA,NA,73.0626738824092
"User 500","B","No",NA,NA,87.7426947358043
"User 40","B","No",NA,NA,0
"User 1774","B","No",NA,NA,0
"User 1521","B","No",NA,NA,39.1744459738626
"User 809","B","No",NA,NA,55.6635182674105
"User 307","B","No",NA,NA,73.9302079862178
"User 1172","B","No",NA,NA,0
"User 1649","B","No",NA,NA,46.1458154818003
"User 629","B","No",NA,NA,0
"User 1","B","No",NA,NA,0
"User 1365","B","No",NA,NA,97.59013375591
"User 187","B","No",NA,NA,0
"User 1016","B","No",NA,NA,59.9768397854118
"User 735","B","No",NA,NA,0
"User 1544","B","No",NA,NA,58.7847757776239
"User 1691","B","No",NA,NA,30.4856729529685
"User 1843","B","No",NA,NA,70.7975626162038
"User 1149","B","No",NA,NA,0
"User 1822","B","No",NA,NA,37.8322537740935
"User 552","B","No",NA,NA,0
"User 1413","B","No",NA,NA,142.438399730819
"User 745","B","No",NA,NA,96.5985650982317
"User 1697","B","No",NA,NA,86.8911243569358
"User 765","B","No",NA,NA,32.8451898087843
"User 850","B","No",NA,NA,42.6564280629394
"User 909","B","No",NA,NA,0
"User 1653","B","No",NA,NA,77.5261172294241
"User 875","B","No",NA,NA,0
"User 291","B","No",NA,NA,120.712775948603
"User 816","B","No",NA,NA,93.6770381933524
"User 33","B","No",NA,NA,0
"User 1108","B","No",NA,NA,91.4785416401094
"User 482","B","No",NA,NA,79.6771488190038
"User 1799","B","No",NA,NA,0
"User 1132","B","No",NA,NA,58.7572684514798
"User 1176","B","No",NA,NA,60.7467099014323
"User 478","B","No",NA,NA,64.699865287095
"User 940","B","No",NA,NA,0
"User 784","B","No",NA,NA,0
"User 113","B","No",NA,NA,0
"User 1015","B","No",NA,NA,0
"User 1067","B","No",NA,NA,46.0207334151987
"User 1468","B","No",NA,NA,35.936140353495
"User 1141","B","No",NA,NA,0
"User 341","B","No",NA,NA,0
"User 1665","B","No",NA,NA,0
"User 987","B","No",NA,NA,0
"User 760","B","No",NA,NA,0
"User 1145","B","No",NA,NA,0
"User 1593","B","No",NA,NA,67.4818656621193
"User 1743","B","No",NA,NA,101.591355234862
"User 1907","B","No",NA,NA,0
"User 20","B","No",NA,NA,0
"User 997","B","No",NA,NA,98.5997347437766
"User 1882","B","No",NA,NA,0
"User 319","B","No",NA,NA,79.3887225789153
"User 683","B","No",NA,NA,0
"User 1780","B","No",NA,NA,0
"User 663","B","No",NA,NA,53.4279657510632
"User 1478","B","No",NA,NA,113.020997239999
"User 1545","B","No",NA,NA,66.1345956704816
"User 99","B","No",NA,NA,58.6749420472628
"User 580","B","No",NA,NA,32.2381284896718
"User 439","B","No",NA,NA,0
"User 12","B","No",NA,NA,0
"User 1333","B","No",NA,NA,97.5681130787354
"User 1449","B","No",NA,NA,87.1203235220286
"User 555","B","No",NA,NA,62.4855996271603
"User 1966","B","No",NA,NA,0
"User 762","B","No",NA,NA,0
"User 379","B","No",NA,NA,50.4296520193555
"User 785","B","No",NA,NA,90.7597217804557
"User 565","B","No",NA,NA,0
"User 1334","B","No",NA,NA,59.4311931668617
"User 1183","B","No",NA,NA,0
"User 1235","B","No",NA,NA,0
"User 83","B","No",NA,NA,40.2825426065227
"User 86","B","No",NA,NA,40.2177227842264
"User 1137","B","No",NA,NA,0
"User 1867","B","No",NA,NA,0
"User 711","B","No",NA,NA,0
"User 641","B","No",NA,NA,0
"User 1798","B","No",NA,NA,0
"User 1560","B","No",NA,NA,0
"User 256","B","No",NA,NA,61.0964198849398
"User 2","B","No",NA,NA,0
"User 363","B","No",NA,NA,0
"User 901","B","No",NA,NA,0
"User 790","B","No",NA,NA,36.4666580736217
"User 242","B","No",NA,NA,0
"User 1397","B","No",NA,NA,71.465521192397
"User 1331","B","No",NA,NA,109.363568409307
"User 980","B","No",NA,NA,0
"User 1513","B","No",NA,NA,62.2452938338239
"User 484","B","No",NA,NA,109.51876636021
"User 1314","B","No",NA,NA,53.2863394770366
"User 605","B","No",NA,NA,0
"User 1924","B","No",NA,NA,0
"User 660","B","No",NA,NA,0
"User 443","B","No",NA,NA,31.2346980735422
"User 620","B","No",NA,NA,0
"User 546","B","No",NA,NA,0
"User 1471","B","No",NA,NA,83.3739662625269
"User 1250","B","No",NA,NA,0
"User 606","B","No",NA,NA,0
"User 857","B","No",NA,NA,0
"User 1750","B","No",NA,NA,51.9583729064604
"User 129","B","No",NA,NA,0
"User 1755","B","No",NA,NA,31.4546971099117
"User 166","B","No",NA,NA,91.9996694397372
"User 1635","B","No",NA,NA,53.9315888373925
"User 374","B","No",NA,NA,0
"User 181","B","No",NA,NA,0
"User 781","B","No",NA,NA,71.7855505795859
"User 330","B","No",NA,NA,35.5427962694931
"User 27","B","No",NA,NA,39.0685765315329
"User 556","B","No",NA,NA,43.9836910706101
"User 1760","B","No",NA,NA,30.3491501723646
"User 1814","B","No",NA,NA,55.6469983030198
"User 1802","B","No",NA,NA,58.9523959075191
"User 1071","B","No",NA,NA,0
"User 1894","B","No",NA,NA,67.246435553094
"User 851","B","No",NA,NA,0
"User 521","B","No",NA,NA,82.9653719772158
"User 328","B","No",NA,NA,0
"User 1253","B","No",NA,NA,0
"User 743","B","No",NA,NA,0
"User 314","B","No",NA,NA,39.6968394629985
"User 607","B","No",NA,NA,0
"User 1505","B","No",NA,NA,0
"User 810","B","No",NA,NA,142.1387143349
"User 1116","B","No",NA,NA,0
"User 250","B","No",NA,NA,58.5243109223044
"User 1171","B","No",NA,NA,0
"User 1415","B","No",NA,NA,0
"User 554","B","No",NA,NA,53.8295271519379
"User 1317","B","No",NA,NA,0
"User 1453","B","No",NA,NA,0
"User 1818","B","No",NA,NA,42.4553426400345
"User 917","B","No",NA,NA,0
"User 1135","B","No",NA,NA,38.8844700736748
"User 853","B","No",NA,NA,0
"User 37","B","No",NA,NA,0
"User 1706","B","No",NA,NA,55.5112023654467
"User 1662","B","No",NA,NA,102.089053950915
"User 1667","B","No",NA,NA,0
"User 1009","B","No",NA,NA,48.3231680755379
"User 1958","B","No",NA,NA,59.3033297485068
"User 915","B","No",NA,NA,122.308023945752
"User 89","B","No",NA,NA,108.489798727046
"User 1993","B","No",NA,NA,0
"User 841","B","No",NA,NA,85.0049393155251
"User 1663","B","No",NA,NA,0
"User 1195","B","No",NA,NA,0
"User 1510","B","No",NA,NA,0
"User 1004","B","No",NA,NA,83.3239223086082
"User 1639","B","No",NA,NA,0
"User 727","B","No",NA,NA,44.1157871831023
"User 1309","B","No",NA,NA,0
"User 1943","B","No",NA,NA,0
"User 1918","B","No",NA,NA,132.840715297502
"User 503","B","No",NA,NA,0
"User 1214","B","No",NA,NA,57.2706926653254
"User 411","B","No",NA,NA,0
"User 1136","B","No",NA,NA,0
"User 1032","B","No",NA,NA,0
"User 158","B","No",NA,NA,0
"User 1477","B","No",NA,NA,107.964839609858
"User 1329","B","No",NA,NA,47.1143148670965
"User 1122","B","No",NA,NA,0
"User 1030","B","No",NA,NA,60.5220563388143
"User 264","B","No",NA,NA,59.9883915641216
"User 658","B","No",NA,NA,86.6291444205267
"User 1458","B","No",NA,NA,68.5617041868888
"User 440","B","No",NA,NA,51.1133421010836
"User 1512","B","No",NA,NA,0
"User 705","B","No",NA,NA,68.3322716534521
"User 616","B","No",NA,NA,75.0728562818848
"User 1445","B","No",NA,NA,0
"User 1726","B","No",NA,NA,44.1669831751562
"User 68","B","No",NA,NA,44.4710132674845
"User 1912","B","No",NA,NA,37.5612515178467
"User 474","B","No",NA,NA,0
"User 351","B","No",NA,NA,0
"User 169","B","No",NA,NA,0
"User 935","B","No",NA,NA,40.7915177551072
"User 489","B","No",NA,NA,35.6434555811494
"User 160","B","No",NA,NA,35.0915680312113
"User 1796","B","No",NA,NA,0
"User 361","B","No",NA,NA,36.1658915154788
"User 433","B","No",NA,NA,56.2779347652803
