"Orszag","IskolaTipusa","Nem","SzamitogepekOtthon","OraszamIskolaMat","OraszamIskolaTermTud","OraszamOtthonMat","OraszamOtthonTermTud","OraszamOtthonNyelv","KulonOrakMat","KulonOrakTermTud","KulonOrakNyelv","PontMat","PontSzovegertes","PontTermTud"
"HUN      ","Szakkozep","No","0",3,4,4,2,5,NA,NA,NA,445.385,524.33,471.709
"HUN      ","Szakkozep","No","2",3,4,NA,NA,0,NA,NA,NA,405.268,477.659,468.704
"HUN      ","Szakkozep","No","1",3,4,1,1,2,NA,NA,NA,494.006,557.448,564.574
"HUN      ","Szakkozep","No",">=3",3,4,4,4,4,NA,NA,NA,425.571,440.52,431.618
"HUN      ","Szakkozep","No",">=3",3,4,0,0,0,0,0,0,547.06,447.713,461.758
"HUN      ","Szakkozep","No","2",3,4,8,10,12,NA,NA,NA,501.284,615.409,537.311
"HUN      ","Szakkozep","Ferfi","2",3,4,3,4,4,NA,NA,NA,521.526,505.618,581.441
"HUN      ","Szakkozep","Ferfi","1",3,4,3,3,3,NA,NA,NA,538.578,523.564,539.45
"HUN      ","Szakkozep","Ferfi",">=3",3,4,3,NA,4,NA,3,4,495.736,525.935,493.715
"HUN      ","Szakkozep","Ferfi",">=3",4,4,5,2,2,1,0,1,479.803,479.619,516.675
"HUN      ","Szakkozep","Ferfi",">=3",3,4,0,0,0,0,0,0,552.448,573.104,622.938
"HUN      ","Szakkozep","Ferfi","0",4,4,4,5,2,NA,NA,NA,458.378,497.675,492.562
"HUN      ","Szakkozep","Ferfi",">=3",3,4,4,4,4,NA,NA,NA,570.646,541.892,614.77
"HUN      ","Szakkozep","Ferfi","1",4,5,3,2,13,8,4,9,458.645,458.61,425.717
"HUN      ","Szakkozep","Ferfi",">=3",3,4,3,2,4,NA,NA,NA,482.542,436.998,455.308
"HUN      ","Szakkozep","Ferfi",">=3",2,6,11,11,11,10,10,10,438.961,376.798,370.759
"HUN      ","Szakkozep","Ferfi","2",4,4,4,4,5,NA,NA,NA,583.005,486.008,530.815
"HUN      ","Szakkozep","Ferfi","1",3,4,1,1,1,1,1,1,512.111,415.376,504.815
"HUN      ","Szakkozep","Ferfi",">=3",4,4,4,1,6,8,4,10,416.632,498.43,532.726
"HUN      ","Szakkozep","Ferfi","1",3,4,NA,NA,NA,NA,NA,NA,460.866,398.899,436.323
"HUN      ","Szakkozep","Ferfi",">=3",4,6,2,5,7,NA,NA,NA,496.933,479.385,433.31
"HUN      ","Szakkozep","Ferfi","2",3,4,1,1,1,NA,NA,NA,563.147,550.297,545.641
"HUN      ","Szakkozep","Ferfi",">=3",4,4,1,2,1,NA,NA,1,534.032,539.391,597.923
"HUN      ","Szakkozep","Ferfi","2",4,5,2,2,1,1,1,1,485.502,501.313,495.162
"HUN      ","Szakkozep","Ferfi","2",4,5,4,5,4,5,4,4,484.153,435.025,452.293
"HUN      ","Szakkozep","Ferfi","2",4,4,5,0,2,5,9,6,502.1,351.981,510.634
"HUN      ","Szakkozep","No","2",4,5,8,3,3,3,6,5,392.007,382.788,370.143
"HUN      ","Szakkozep","No",">=3",4,4,0,NA,4,0,0,0,547.972,522.337,543.31
"HUN      ","Szakkozep","No","1",4,4,8,15,20,NA,NA,NA,444.549,468.357,457.928
"HUN      ","Szakkozep","No","2",5,4,1,2,2,NA,NA,NA,502.392,461.224,503.886
"HUN      ","Szakkozep","No","2",4,4,5,3,6,NA,NA,NA,508.132,419.262,452.483
"HUN      ","Szakkozep","No",">=3",4,4,2,1,3,0,0,0,510.382,417.736,463.193
"HUN      ","Szakkozep","No","0",4,4,NA,3,3,NA,NA,NA,404.309,320.753,375.035
"HUN      ","Szakkozep","No","2",4,4,1,1,3,0,2,0,328.471,404.797,375.036
"HUN      ","Szakkozep","No","1",4,4,2,1,2,NA,1,1,430.168,373.407,421.388
"HUN      ","Szakkozep","No","1",4,4,1,2,5,NA,1,1,516.27,420.24,486.593
"HUN      ","Szakkozep","No","2",4,4,5,2,5,1,1,NA,584.811,583.081,609.08
"HUN      ","Szakkozep","No",">=3",4,4,10,12,17,3,2,5,481.393,392.944,399.722
"HUN      ","Szakkozep","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,453.446,435.892,456.971
"HUN      ","Szakkozep","No",">=3",6,4,20,11,19,8,8,5,516.359,410.813,448.871
"HUN      ","Szakkozep","No","1",4,4,4,3,5,NA,NA,NA,443.161,453.729,486.802
"HUN      ","Szakkozep","No",">=3",4,4,0,1,2,NA,NA,NA,483.585,447.711,519.806
"HUN      ","Szakkozep","No","2",4,4,1,2,3,0,1,1,397.451,437.941,468.011
"HUN      ","Szakkozep","No",">=3",4,4,12,10,17,9,12,8,475.182,347.396,446.786
"HUN      ","Szakkozep","No","2",4,4,2,2,3,NA,NA,NA,443.976,391.014,473.33
"HUN      ","Szakkozep","No",">=3",4,4,1,2,2,NA,NA,NA,491.24,431.449,418.069
"HUN      ","Szakkozep","No","1",4,4,0,1,3,NA,NA,NA,526.291,531.186,564.856
"HUN      ","Szakkozep","No",">=3",4,4,6,NA,7,NA,NA,NA,538.755,479.504,521.575
"HUN      ","Szakkozep","No","2",4,5,4,2,3,0,1,0,516.775,479.222,504.973
"HUN      ","Szakkozep","No","2",4,5,1,1,1,0,1,0,515.151,476.746,513.425
"HUN      ","Szakkozep","No","1",4,5,16,14,20,0,0,0,522.293,525.199,485.8
"HUN      ","Szakkozep","No",">=3",4,5,1,2,4,2,3,1,445.938,521.337,542.908
"HUN      ","Szakkozep","No","2",4,5,4,1,5,NA,2,NA,484.497,550.79,486.644
"HUN      ","Szakkozep","No",">=3",4,5,3,1,3,0,1,1,435.819,342.129,416.843
"HUN      ","Szakkozep","Ferfi","1",3,4,1,1,1,NA,NA,NA,520.258,407.859,476.179
"HUN      ","Szakkozep","Ferfi","2",5,4,0,1,1,NA,NA,NA,561.06,488.359,563.378
"HUN      ","Szakkozep","Ferfi","1",4,4,2,1,2,0,0,0,497.276,518.652,570.172
"HUN      ","Szakkozep","Ferfi","2",4,4,NA,1,NA,NA,NA,NA,565.613,476.971,580.007
"HUN      ","Szakkozep","Ferfi","1",4,4,14,4,8,1,4,4,423.378,408.725,453.02
"HUN      ","Szakmunkaskepzo","No",">=3",3,5,12,7,13,12,7,9,301.003,320.708,303.447
"HUN      ","Szakmunkaskepzo","No","1",4,0,3,3,4,5,4,3,225.898,216.969,252.667
"HUN      ","Szakmunkaskepzo","No","1",4,4,5,4,8,6,7,7,248.701,304.07,261.355
"HUN      ","Szakmunkaskepzo","No","1",7,9,16,9,18,20,1,5,317.246,330.363,335.3
"HUN      ","Szakmunkaskepzo","No","1",6,0,1,NA,1,NA,NA,NA,414.395,443.946,453.682
"HUN      ","Szakmunkaskepzo","No","1",NA,NA,10,6,6,7,4,3,326.037,280.875,296.603
"HUN      ","Szakmunkaskepzo","No","1",4,NA,NA,NA,NA,NA,NA,NA,415.608,389.45,388.682
"HUN      ","Szakmunkaskepzo","No",">=3",4,0,NA,NA,NA,NA,NA,NA,374.307,398.122,357.432
"HUN      ","Szakmunkaskepzo","No","1",4,7,1,1,1,5,3,3,379.342,423.753,371.688
"HUN      ","Szakmunkaskepzo","No","1",4,0,10,NA,12,8,11,5,318.441,344.053,368.603
"HUN      ","Szakmunkaskepzo","No","1",4,5,NA,NA,NA,NA,NA,NA,343.832,253.737,317.613
"HUN      ","Szakmunkaskepzo","No","1",5,0,1,1,3,0,0,0,440.124,370.33,339.533
"HUN      ","Szakmunkaskepzo","No","1",5,0,1,1,1,1,1,1,414.655,430.132,393.863
"HUN      ","Szakmunkaskepzo","No","2",3,0,3,4,5,NA,3,6,307.294,332.899,313.836
"HUN      ","Szakmunkaskepzo","No",">=3",4,0,4,4,3,NA,NA,NA,374.099,389.455,398.455
"HUN      ","Szakmunkaskepzo","No","0",5,0,1,1,1,9,5,16,438.587,399.458,461.891
"HUN      ","Szakmunkaskepzo","No","1",4,3,NA,NA,NA,NA,NA,NA,353.834,388.866,361.566
"HUN      ","Szakmunkaskepzo","No","1",4,0,NA,NA,NA,0,0,0,441.274,408.364,428.712
"HUN      ","Szakmunkaskepzo","No","1",4,0,19,14,28,9,9,8,355.576,409.852,423.743
"HUN      ","Szakmunkaskepzo","No","1",4,4,5,5,5,3,5,3,303.379,349.222,334.62
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,0,0,0,0,6,6,8,430.043,373.857,446.205
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",6,3,3,NA,6,1,4,5,244.99,351.202,338.615
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,3,14,NA,4,20,20,20,294.697,300.386,315.302
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",NA,NA,NA,NA,NA,NA,NA,NA,378.851,358.827,375.466
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,4,NA,NA,NA,NA,NA,NA,471.859,430.229,459.245
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,3,NA,1,NA,20,20,20,408.573,454.161,440.538
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,0,NA,NA,NA,NA,NA,NA,432.575,452.133,462.39
"HUN      ","Szakmunkaskepzo","Ferfi","1",5,4,NA,NA,NA,NA,NA,NA,407.163,431.028,457.6
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",4,4,2,2,2,NA,NA,NA,418.073,379.45,440.147
"HUN      ","Szakmunkaskepzo","Ferfi","0",2,0,6,NA,0,NA,2,NA,324.281,310.261,394.127
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,0,1,NA,1,NA,NA,NA,396.74,369.143,447.6
"HUN      ","Szakmunkaskepzo","Ferfi","0",5,NA,4,NA,3,NA,NA,NA,441.524,396.484,446.215
"HUN      ","Szakmunkaskepzo","Ferfi","2",5,0,5,NA,3,NA,2,4,491.56,400.369,489.658
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,0,2,NA,3,NA,4,3,398.472,436.856,365.757
"HUN      ","Gimn4Osztalyos","No","1",6,5,10,10,3,0,0,0,628.839,694.945,657.117
"HUN      ","Gimn4Osztalyos","No","2",4,7,4,6,4,NA,NA,NA,613.629,683.055,669.359
"HUN      ","Gimn4Osztalyos","No",">=3",6,5,5,3,2,0,2,0,527.669,635.324,593.316
"HUN      ","Gimn4Osztalyos","No","2",3,4,1,2,3,0,1,0,525.791,637.135,569.206
"HUN      ","Gimn4Osztalyos","No","1",3,4,1,1,1,0,0,0,612.708,702.941,636.527
"HUN      ","Gimn4Osztalyos","No","2",4,5,2,2,2,0,0,0,612.314,551.306,555.484
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,2,NA,2,0,0,0,546.406,578.827,578.315
"HUN      ","Gimn4Osztalyos","No","1",2,0,0,0,0,0,0,0,587.264,630.552,588.426
"HUN      ","Gimn4Osztalyos","No","2",2,0,6,NA,5,NA,NA,NA,597.776,584.964,635.673
"HUN      ","Gimn4Osztalyos","No",">=3",3,0,NA,NA,NA,NA,NA,NA,576.748,595.515,563.116
"HUN      ","Gimn4Osztalyos","No",">=3",4,0,2,NA,1,0,0,0,462.858,499.086,484.006
"HUN      ","Gimn4Osztalyos","No","2",2,0,1,0,1,0,0,0,648.095,731.759,696.492
"HUN      ","Gimn4Osztalyos","No",">=3",2,0,NA,NA,1,NA,NA,NA,514.549,601.895,591.632
"HUN      ","Gimn4Osztalyos","No","2",2,0,3,NA,1,3,2,5,574.38,538.236,516.354
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,2,0,2,0,1,2,614.057,598.576,611.243
"HUN      ","Gimn4Osztalyos","No","2",1,0,1,NA,1,NA,NA,NA,568.698,596.288,543.975
"HUN      ","Gimn4Osztalyos","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,480.652,539.027,569.212
"HUN      ","Gimn4Osztalyos","No","1",1,0,NA,NA,NA,NA,NA,NA,535.068,611.206,568.105
"HUN      ","Gimn4Osztalyos","No","2",1,0,4,NA,5,3,2,4,530.166,578.682,564.446
"HUN      ","Gimn4Osztalyos","No","1",1,0,4,NA,1,0,1,0,575.916,552.854,562.779
"HUN      ","Gimn4Osztalyos","Ferfi","2",6,5,4,4,3,2,1,0,625.218,586.653,675.674
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,7,0,5,1,0,0,0,657.28,649.111,688.842
"HUN      ","Gimn4Osztalyos","Ferfi","2",2,0,1,NA,1,NA,NA,NA,582.125,567.165,547.663
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,4,NA,NA,NA,NA,NA,546.025,635.326,613.526
"HUN      ","Gimn4Osztalyos","Ferfi","1",2,0,4,NA,2,NA,NA,NA,568.508,541.724,582.656
"HUN      ","Gimn4Osztalyos","Ferfi","2",2,0,1,NA,1,NA,NA,NA,551.702,584.197,598.64
"HUN      ","Gimn4Osztalyos","Ferfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,474.742,514.203,537.255
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",2,0,1,NA,0,0,0,0,568.916,581.658,552.667
"HUN      ","Gimn4Osztalyos","Ferfi",NA,NA,NA,NA,NA,NA,NA,1,NA,339.685,444.527,406.554
"HUN      ","Gimn4Osztalyos","Ferfi","2",1,0,2,NA,5,0,1,0,547.444,491.585,530.295
"HUN      ","Gimn4Osztalyos","No","2",4,8,2,5,2,NA,NA,NA,600.478,635.58,645.925
"HUN      ","Gimn4Osztalyos","No",">=3",4,8,2,8,4,NA,NA,NA,624.697,662.864,695.197
"HUN      ","Gimn4Osztalyos","Ferfi","2",6,7,14,3,1,0,0,0,629.28,595.408,638.548
"HUN      ","Gimn4Osztalyos","No","2",4,4,7,4,3,NA,2,NA,556.134,620.32,588.259
"HUN      ","Gimn4Osztalyos","No","2",0,0,0,0,9,0,0,0,545.592,557.893,608.591
"HUN      ","Gimn4Osztalyos","No","1",4,4,1,2,2,0,0,0,568.013,645.767,653.172
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,3,2,2,0,0,0,698.741,733.945,738.636
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,3,1,1,0,1,0,563.459,671.284,645.993
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,5,3,2,NA,NA,NA,609.576,616.654,608.244
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,0,0,1,0,1,0,548.055,588.167,563.518
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,0,0,2,0,0,0,584.265,599.411,550.098
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,0,0,1,0,0,0,626.022,617.504,634.646
"HUN      ","Gimn4Osztalyos","No","2",0,0,2,5,8,3,3,5,555.872,489.917,517.365
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,NA,NA,1,NA,NA,NA,495.012,510.855,494.733
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,NA,NA,5,NA,NA,NA,585.674,568.161,622.097
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,0,0,2,0,0,0,531.849,579.381,491.523
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,1,0,3,0,0,0,553.417,536.677,538.76
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,NA,NA,2,NA,NA,NA,571.82,633.191,601.937
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,0,0,1,0,0,0,608.001,564.663,578.884
"HUN      ","Gimn4Osztalyos","No","2",0,0,NA,NA,1,NA,NA,NA,587.962,625.527,640.319
"HUN      ","Gimn4Osztalyos","No","2",0,0,NA,NA,1,NA,NA,NA,540.812,579.777,547.121
"HUN      ","Gimn4Osztalyos","No",">=3",0,0,0,0,1,0,0,0,643.487,601.853,619.348
"HUN      ","Gimn4Osztalyos","No",">=3",5,6,3,1,3,NA,NA,NA,688.805,742.857,692.71
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,5,5,4,NA,NA,NA,609.112,512.554,499.274
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,4,4,0,0,0,609.258,538.24,596.776
"HUN      ","Gimn4Osztalyos","Ferfi","2",5,4,5,7,5,NA,NA,NA,571.066,498.686,528.397
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,2,1,0,0,0,687.949,691.213,653.374
"HUN      ","Gimn4Osztalyos","Ferfi","2",0,0,1,0,4,0,0,0,518.516,495.634,475.242
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",0,0,0,0,6,0,0,0,602.458,649.32,630.78
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",0,0,NA,NA,2,NA,NA,NA,571.906,611.603,619.966
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",0,0,NA,NA,3,NA,NA,NA,680.487,606.84,608.512
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",0,0,0,0,2,0,0,0,688.408,622.015,593.092
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",0,0,0,0,0,0,0,0,558.159,631.38,642.211
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",5,6,2,2,2,1,NA,NA,775.575,738.398,756.173
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,1,0,1,0,0,0,592.817,490.311,552.71
"HUN      ","Gimn4Osztalyos","No","1",4,4,2,1,1,0,0,0,489.722,503.892,521.141
"HUN      ","Gimn4Osztalyos","No",">=3",1,1,3,1,1,1,3,1,485.289,489.325,468.418
"HUN      ","Gimn4Osztalyos","No",">=3",1,0,1,0,0,0,1,1,547.395,572.919,510.548
"HUN      ","Gimn4Osztalyos","No",">=3",4,4,4,6,4,1,1,1,482.627,563.692,518.107
"HUN      ","Gimn4Osztalyos","No","1",4,4,2,2,1,0,0,0,492.201,541.959,528.2
"HUN      ","Gimn4Osztalyos","No","1",1,0,1,NA,NA,NA,NA,NA,553.097,568.062,601.026
"HUN      ","Gimn4Osztalyos","No",NA,1,0,1,1,1,10,7,9,373.285,397.681,410.504
"HUN      ","Gimn4Osztalyos","No","2",1,0,1,0,1,0,0,0,517.069,495.222,487.238
"HUN      ","Gimn4Osztalyos","No","2",4,5,1,NA,2,NA,NA,NA,485.823,488.339,498.133
"HUN      ","Gimn4Osztalyos","No","2",4,4,2,2,2,0,0,0,527.154,523.325,506.958
"HUN      ","Gimn4Osztalyos","No","1",1,0,4,NA,2,0,0,0,523.459,581.719,523.909
"HUN      ","Gimn4Osztalyos","No","2",4,4,5,10,6,NA,1,NA,533.883,545.111,566.965
"HUN      ","Gimn4Osztalyos","No","2",1,0,1,0,0,1,1,0,525.887,506.344,507.148
"HUN      ","Gimn4Osztalyos","No","1",4,4,5,5,5,2,2,2,515.514,509.101,473.824
"HUN      ","Gimn4Osztalyos","No","2",1,0,1,10,10,10,0,4,531.363,514.659,551.894
"HUN      ","Gimn4Osztalyos","No","2",4,4,1,5,3,4,4,4,580.563,603.409,605.667
"HUN      ","Gimn4Osztalyos","No","2",1,1,2,1,1,1,2,2,498.822,504.343,538.88
"HUN      ","Gimn4Osztalyos","Ferfi","1",1,1,4,NA,1,NA,1,NA,435.508,364.798,483.143
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,4,4,4,NA,2,NA,475.905,496.154,505.182
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,2,2,3,0,0,0,583.756,467.523,566.558
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,2,2,2,NA,NA,NA,509.101,461.891,459.13
"HUN      ","Gimn4Osztalyos","Ferfi","1",4,4,1,2,1,0,1,0,468.856,477.589,515.835
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",4,4,1,NA,NA,1,1,1,532.726,467.095,496.741
"HUN      ","Gimn4Osztalyos","Ferfi",">=3",1,1,0,0,NA,NA,NA,NA,636.697,501.416,585.321
"HUN      ","Gimn4Osztalyos","Ferfi","2",1,0,1,3,0,0,0,0,494.516,448.845,538.841
"HUN      ","Gimn4Osztalyos","Ferfi","2",4,4,2,2,2,0,0,0,510.356,469.001,490.419
"HUN      ","Gimn4Osztalyos","Ferfi","1",1,0,14,2,16,10,9,13,472.23,356.525,407.263
"HUN      ","Gimn4Osztalyos","Ferfi","2",1,0,1,NA,0,1,1,1,427.905,395.656,453.283
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,1,1,1,0,0,0,551.61,554.64,591.984
"HUN      ","Gimn4Osztalyos","No",">=3",3,6,10,8,9,1,NA,NA,598.116,574.874,583.525
"HUN      ","Gimn4Osztalyos","No","2",4,6,10,8,5,NA,1,NA,499.453,517.022,507.473
"HUN      ","Gimn4Osztalyos","No","1",3,6,4,7,5,0,1,0,564.593,578.91,525.162
"HUN      ","Gimn4Osztalyos","Ferfi","2",3,6,3,6,5,NA,1,NA,608.943,642.483,628.573
"HUN      ","Gimn8Osztalyos","No","1",4,4,1,2,0,0,0,0,584.432,673.944,705.34
"HUN      ","Gimn8Osztalyos","No","2",4,4,4,1,4,0,0,0,585.269,640.627,620.886
"HUN      ","Gimn8Osztalyos","No",">=3",4,NA,3,2,6,NA,NA,NA,475.145,534.324,533.115
"HUN      ","Gimn8Osztalyos","No",">=3",4,4,3,3,3,0,2,0,502.777,520.577,488.051
"HUN      ","Gimn8Osztalyos","No",">=3",4,4,3,2,4,3,2,3,511.533,448.267,449.002
"HUN      ","Gimn8Osztalyos","No","2",4,5,0,1,0,0,0,0,474.823,556.425,545.094
"HUN      ","Gimn8Osztalyos","No",">=3",4,4,4,4,3,1,NA,NA,536.053,519.606,552.017
"HUN      ","Gimn8Osztalyos","No","2",4,7,12,10,5,5,6,4,500.73,551.822,506.68
"HUN      ","Gimn8Osztalyos","No",NA,4,4,3,1,2,NA,NA,NA,542.516,609.408,589.214
"HUN      ","Gimn8Osztalyos","No","1",4,4,2,1,NA,1,0,0,489.137,490.852,509.565
"HUN      ","Gimn8Osztalyos","No","1",4,4,4,2,2,1,0,0,680.791,571.256,612.502
"HUN      ","Gimn8Osztalyos","No",">=3",4,4,1,0,1,0,0,0,489.249,483.008,509.587
"HUN      ","Gimn8Osztalyos","No",">=3",4,5,2,1,2,NA,NA,NA,510.825,449.892,517.719
"HUN      ","Gimn8Osztalyos","No","2",4,4,0,1,3,1,1,1,480.895,442.042,453.347
"HUN      ","Gimn8Osztalyos","No",">=3",4,4,2,3,4,2,1,1,473.095,500.374,489.064
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",5,15,16,30,6,6,6,6,541.312,546.679,544.379
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,7,3,3,0,0,0,0,601.75,596.309,607.483
"HUN      ","Gimn8Osztalyos","Ferfi","1",4,4,3,4,2,NA,2,NA,449.167,407.892,405.179
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",NA,NA,NA,NA,NA,NA,NA,NA,445.229,399.116,409.954
"HUN      ","Gimn8Osztalyos","Ferfi","2",4,7,4,3,4,4,3,4,621.569,533.378,576.373
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,4,3,3,3,NA,NA,NA,547.402,457.936,549.327
"HUN      ","Gimn8Osztalyos","Ferfi","2",5,4,1,4,0,NA,7,4,544.628,433.976,491.816
"HUN      ","Gimn8Osztalyos","Ferfi","1",4,8,4,9,4,1,0,0,575,607.481,609.646
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,4,1,1,3,0,2,0,510.201,408.038,474.696
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,6,2,2,1,0,0,0,591.76,568.369,582.321
"HUN      ","Gimn8Osztalyos","Ferfi",">=3",4,4,NA,NA,NA,NA,NA,NA,543.821,401.324,518.688
"HUN      ","Gimn8Osztalyos","Ferfi","1",4,4,4,1,0,0,3,0,400.348,465.706,466.045
"HUN      ","Gimn8Osztalyos","Ferfi","1",4,5,26,14,18,19,19,19,475.645,348.902,434.556
"HUN      ","Gimn8Osztalyos","Ferfi","2",4,6,1,8,2,0,0,0,659.286,552.223,633.487
"HUN      ","Gimn8Osztalyos","Ferfi",NA,NA,NA,30,30,30,20,20,20,464.327,481.901,452.458
"HUN      ","Gimn8Osztalyos","No","2",4,6,1,3,2,1,NA,NA,656.704,661.106,721.13
"HUN      ","Gimn8Osztalyos","No","2",4,6,2,2,1,NA,1,NA,486.542,538.532,547.168
"HUN      ","Gimn8Osztalyos","No",">=3",4,6,2,4,1,2,2,0,600.343,590.109,644.113
"HUN      ","Gimn8Osztalyos","Ferfi","1",4,6,19,30,9,10,10,10,461.2,525.293,517.505
"HUN      ","Szakmunkaskepzo","Ferfi","2",1,2,NA,NA,NA,1,2,2,459.593,430.501,480.939
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",2,6,0,1,1,0,0,0,473.194,422.777,451.928
"HUN      ","Szakmunkaskepzo","Ferfi",NA,NA,NA,NA,NA,NA,NA,NA,NA,449.644,413.832,479.574
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,3,1,1,3,1,1,0,488.795,467.519,517.054
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,NA,NA,NA,3,1,2,0,290.892,276.264,351.524
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,0,6,9,5,2,4,3,385.395,332.966,353.061
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,9,NA,NA,NA,4,5,4,391.63,318.412,387.211
"HUN      ","Szakmunkaskepzo","Ferfi","1",6,8,NA,NA,NA,NA,NA,NA,360.798,274.066,358.058
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,5,NA,NA,NA,NA,NA,NA,455.537,425.522,497.965
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,4,NA,NA,NA,5,5,5,385.569,319.332,428.947
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,4,5,4,3,7,9,7,348.978,309.999,324.334
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,0,10,0,10,0,0,0,461.407,453.892,478.882
"HUN      ","Szakmunkaskepzo","Ferfi","1",4,3,0,0,1,0,0,0,462.301,444.949,487.11
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",4,3,3,3,5,3,3,3,341.081,396.506,434.411
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,5,2,2,2,1,1,1,354.511,314.875,358.788
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,18,1,0,0,0,0,0,524.717,437.965,526.784
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,NA,NA,NA,NA,NA,NA,NA,481.003,402.642,427.821
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,4,10,15,6,5,4,4,324.909,314.521,357.967
"HUN      ","Szakmunkaskepzo","Ferfi","2",4,0,28,26,21,11,18,5,335.649,333.046,336.559
"HUN      ","Szakmunkaskepzo","Ferfi","2",2,0,1,1,2,NA,NA,NA,436.557,380.921,413.349
"HUN      ","Szakmunkaskepzo","Ferfi","1",NA,NA,3,3,3,3,3,3,398.953,305.446,365.259
"HUN      ","Szakmunkaskepzo","Ferfi",">=3",3,0,NA,NA,NA,3,8,2,424.672,394.084,458.336
"HUN      ","Szakmunkaskepzo","Ferfi","2",NA,NA,NA,NA,NA,20,20,NA,353.916,244.09,343.238
"HUN      ","Szakmunkaskepzo","Ferfi","2",3,6,1,1,1,1,1,1,459.644,364.547,407.204
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,6,0,0,0,0,0,0,335.847,338.714,388.79
"HUN      ","Szakmunkaskepzo","Ferfi","2",NA,NA,NA,NA,NA,7,8,8,430.156,402.79,440.06
"HUN      ","Szakmunkaskepzo","Ferfi","1",3,5,2,1,1,0,0,0,443.336,313.561,405.778
"HUN      ","Szakmunkaskepzo","Ferfi","0",6,0,9,NA,15,NA,NA,NA,507.015,436.69,481.873
"HUN      ","Szakmunkaskepzo","Ferfi","1",2,0,7,NA,9,6,5,8,386.769,386.459,393.632
"HUN      ","Szakmunkaskepzo","Ferfi","0",2,0,2,NA,NA,1,4,4,425.817,388.428,450.265
